complaint_id,user_id,user_name,user_role,complaint_description,problem_category,responsible_department,location,severity,priority,affected_people,status,created_at,resolved_at,predicted_resolution_hours,actual_resolution_hours,feedback_rating
CMP04243,STU1816,Student_1816,Student,CCTV not working,Security,Security,Block D,Low,2,20,Resolved,2025-06-21 11:31:00,2025-06-22 12:01:00,24.5,22.6,3.0
CMP04244,STU5765,Student_5765,Staff,toilet water problem,Plumbing,Plumbing Maintenance,Hostel B,High,4,72,Assigned,2025-07-03 15:48:00,,6.4,,
CMP04245,STU2396,Student_2396,Student,classroom not cleaned,Cleaning,Housekeeping,Cafeteria,Medium,3,54,Closed,2025-12-31 04:52:00,2025-12-31 12:04:00,7.2,5.8,5.0
CMP04246,STU7101,Student_7101,Staff,door lock problem,Security,Security,Hostel B,Medium,3,14,Resolved,2025-02-27 03:56:00,2025-02-27 18:20:00,14.4,15.4,3.0
CMP04247,STU8722,Student_8722,Staff,fan not working,Electrical,Electrical Maintenance,Cafeteria,Medium,4,87,In Progress,2025-05-10 07:06:00,,16.1,,
CMP04248,STU8778,Student_8778,Student,water leakage,Plumbing,Plumbing Maintenance,Block A,Very Low,2,150,Resolved,2026-01-31 13:48:00,2026-02-01 17:00:00,27.2,25.9,5.0
CMP04249,STU7363,Student_7363,Student,door handle broken,Furniture,Civil/Maintenance,Main Gate,High,4,20,Resolved,2025-04-04 23:44:00,2025-04-05 07:02:00,7.3,7.8,1.0
CMP04250,STU8775,Student_8775,Student,classroom not cleaned,Cleaning,Housekeeping,Library,Medium,3,50,Assigned,2025-03-21 17:10:00,,9.3,,
CMP04251,STU3504,Student_3504,Student,air conditioner not working,HVAC,HVAC Maintenance,Block B,Low,3,98,Submitted,2025-07-30 23:05:00,,12.6,,
CMP04252,STU3497,Student_3497,Student,CCTV not working,Security,Security,Mechanical Lab,Very Low,1,41,Resolved,2026-04-11 21:18:00,2026-04-12 09:18:00,12.0,14.1,3.0
CMP04253,STU8086,Student_8086,Student,door handle broken,Furniture,Civil/Maintenance,Electronics Lab,Critical,5,20,Assigned,2025-10-13 15:24:00,,2.5,,
CMP04254,STU3597,Student_3597,Student,bench damaged,Furniture,Civil/Maintenance,Mechanical Lab,High,4,73,In Progress,2026-01-30 10:14:00,,7.6,,
CMP04255,STU7387,Student_7387,Student,security light issue,Security,Security,AI Lab,Medium,4,124,Resolved,2026-04-08 12:47:00,2026-04-09 00:29:00,11.7,13.3,4.0
CMP04256,STU3339,Student_3339,Staff,table needs repair,Furniture,Civil/Maintenance,Cafeteria,Medium,3,43,In Progress,2025-10-12 11:48:00,,17.7,,
CMP04257,STU1861,Student_1861,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,Placement Cell,Very Low,2,137,Resolved,2025-05-31 11:18:00,2025-06-01 06:06:00,18.8,17.9,3.0
CMP04258,STU9381,Student_9381,Staff,poor wifi signal,WiFi/Network,IT/Network,Block B,Medium,3,75,Resolved,2026-02-12 01:44:00,2026-02-12 17:50:00,16.1,15.3,2.0
CMP04259,STU2570,Student_2570,Staff,water leakage,Plumbing,Plumbing Maintenance,Auditorium,Very Low,1,24,In Progress,2025-08-29 18:38:00,,17.3,,
CMP04260,STU9596,Student_9596,Staff,desk damaged,Furniture,Civil/Maintenance,AI Lab,Very Low,1,16,Resolved,2025-12-22 00:43:00,2025-12-23 10:13:00,33.5,34.0,5.0
CMP04261,STU9235,Student_9235,Student,switch broken,Electrical,Electrical Maintenance,Hostel B,Low,3,91,In Progress,2026-06-24 22:47:00,,24.3,,
CMP04262,STU5258,Student_5258,Student,speaker not working,IT/AV,IT/AV Support,Electronics Lab,Medium,4,124,Resolved,2026-04-05 18:36:00,2026-04-06 03:54:00,9.3,8.8,3.0
CMP04263,STU6351,Student_6351,Staff,lab power problem,Laboratory,Laboratory Maintenance,Library,Medium,4,123,Resolved,2025-11-07 06:24:00,2025-11-07 17:48:00,11.4,11.0,5.0
CMP04264,STU8884,Student_8884,Student,window damaged,Furniture,Civil/Maintenance,Hostel A,High,5,111,Resolved,2026-04-09 16:55:00,2026-04-09 23:19:00,6.4,6.3,3.0
CMP04265,STU7113,Student_7113,Student,wifi not working,WiFi/Network,IT/Network,ECE Department,Medium,3,67,Resolved,2026-02-18 14:33:00,2026-02-19 02:21:00,11.8,11.9,1.0
CMP04266,STU3528,Student_3528,Staff,water heater not working,Hostel,Hostel Maintenance,Admin Office,High,5,145,Resolved,2026-05-09 02:41:00,2026-05-09 10:29:00,7.8,8.8,3.0
CMP04267,STU7318,Student_7318,Student,washroom cleaning required,Cleaning,Housekeeping,Cafeteria,High,5,95,Resolved,2025-05-31 23:50:00,2025-06-01 07:02:00,7.2,7.2,3.0
CMP04268,STU2250,Student_2250,Student,toilet water problem,Plumbing,Plumbing Maintenance,Hostel A,Medium,4,97,Resolved,2025-07-05 01:36:00,2025-07-05 15:30:00,13.9,14.2,1.0
CMP04269,STU2162,Student_2162,Student,pipe leakage,Plumbing,Plumbing Maintenance,IoT Lab,High,4,74,Resolved,2026-05-09 05:45:00,2026-05-09 12:03:00,6.3,10.1,2.0
CMP04270,STU5360,Student_5360,Student,smart board issue,IT/AV,IT/AV Support,Electronics Lab,Medium,4,135,Resolved,2025-08-16 04:45:00,2025-08-16 20:39:00,15.9,16.1,1.0
CMP04271,STU5333,Student_5333,Staff,wash basin blocked,Plumbing,Plumbing Maintenance,Block B,High,5,136,Resolved,2026-05-12 00:39:00,2026-05-12 09:51:00,9.2,7.5,4.0
CMP04272,STU3346,Student_3346,Staff,hostel room issue,Hostel,Hostel Maintenance,Hostel C,Medium,4,147,Closed,2025-08-10 20:06:00,2025-08-11 08:48:00,12.7,11.7,3.0
CMP04273,STU8711,Student_8711,Staff,water heater not working,Hostel,Hostel Maintenance,Hostel A,Medium,4,114,Resolved,2025-01-17 12:40:00,2025-01-18 01:46:00,13.1,12.8,1.0
CMP04274,STU7246,Student_7246,Student,switch broken,Electrical,Electrical Maintenance,Placement Cell,Medium,4,102,Resolved,2026-01-15 20:43:00,2026-01-16 10:37:00,13.9,14.3,5.0
CMP04275,STU2642,Student_2642,Student,power outage,Electrical,Electrical Maintenance,Block C,Very Low,1,6,Resolved,2026-04-10 01:00:00,2026-04-11 09:54:00,32.9,31.5,2.0
CMP04276,STU2997,Student_2997,Student,washroom cleaning required,Cleaning,Housekeeping,CSE Department,Low,2,10,In Progress,2025-08-12 19:02:00,,16.3,,
CMP04277,STU8149,Student_8149,Staff,bus delay,Transport,Transport,CSE Department,Medium,4,119,Resolved,2025-07-20 08:46:00,2025-07-20 17:04:00,8.3,9.8,1.0
CMP04278,STU3454,Student_3454,Student,light not working,Electrical,Electrical Maintenance,IoT Lab,Medium,3,46,Resolved,2025-03-23 02:50:00,2025-03-23 14:56:00,12.1,12.4,3.0
CMP04279,STU2991,Student_2991,Staff,toilet water problem,Plumbing,Plumbing Maintenance,Seminar Hall,Medium,4,99,In Progress,2025-05-19 18:59:00,,8.9,,
CMP04280,STU6179,Student_6179,Staff,security light issue,Security,Security,Block C,Low,3,100,Closed,2025-06-09 10:16:00,2025-06-10 04:52:00,18.6,18.4,1.0
CMP04281,STU5315,Student_5315,Student,spillage needs cleaning,Cleaning,Housekeeping,AI Lab,High,5,84,Assigned,2026-06-15 21:50:00,,8.5,,
CMP04282,STU5126,Student_5126,Student,room too hot,HVAC,HVAC Maintenance,Mechanical Lab,Medium,3,37,Assigned,2025-12-03 00:56:00,,16.0,,
CMP04283,STU9154,Student_9154,Student,computer not working,IT/AV,IT/AV Support,Computer Lab 2,Critical,5,114,In Progress,2026-04-20 20:20:00,,3.2,,
CMP04284,STU4851,Student_4851,Student,AC issue in library,Library,Library Administration,Block D,Very Low,1,4,Resolved,2025-01-18 12:05:00,2025-01-19 14:47:00,26.7,25.1,5.0
CMP04285,STU1178,Student_1178,Staff,smart board issue,IT/AV,IT/AV Support,Auditorium,High,5,126,Resolved,2026-04-19 08:19:00,2026-04-19 13:37:00,5.3,6.2,2.0
CMP04286,STU7335,Student_7335,Staff,hostel room issue,Hostel,Hostel Maintenance,Block A,High,5,149,In Progress,2025-11-03 19:27:00,,8.8,,
CMP04287,STU2148,Student_2148,Student,smart board issue,IT/AV,IT/AV Support,ECE Department,High,4,80,Resolved,2025-06-10 22:38:00,2025-06-11 06:26:00,7.8,9.1,3.0
CMP04288,STU5336,Student_5336,Staff,equipment maintenance required,Laboratory,Laboratory Maintenance,Block C,Critical,5,129,Closed,2025-12-02 08:53:00,2025-12-02 11:05:00,2.2,7.2,4.0
CMP04289,STU8628,Student_8628,Student,room too hot,HVAC,HVAC Maintenance,Cafeteria,High,4,43,Assigned,2026-04-07 03:22:00,,9.0,,
CMP04290,STU7983,Student_7983,Staff,AC issue in library,Library,Library Administration,Hostel B,High,5,97,Closed,2026-04-21 06:09:00,2026-04-21 14:57:00,8.8,9.3,3.0
CMP04291,STU6615,Student_6615,Staff,projector issue in lab,Laboratory,Laboratory Maintenance,Main Gate,Medium,3,79,Resolved,2026-05-27 09:49:00,2026-05-27 16:25:00,6.6,7.9,1.0
CMP04292,STU5815,Student_5815,Staff,wifi not working,WiFi/Network,IT/Network,CSE Department,Very Low,2,84,In Progress,2025-04-13 09:14:00,,7.9,,
CMP04293,STU4577,Student_4577,Staff,LAN port not working,WiFi/Network,IT/Network,Hostel C,Low,2,63,Closed,2025-09-12 09:50:00,2025-09-13 06:14:00,20.4,20.3,4.0
CMP04294,STU5968,Student_5968,Student,printer not working,IT/AV,IT/AV Support,Library,Critical,5,95,Resolved,2026-03-02 11:49:00,2026-03-02 14:55:00,3.1,1.3,1.0
CMP04295,STU6987,Student_6987,Staff,LAN port not working,WiFi/Network,IT/Network,Hostel C,Very Low,1,20,Submitted,2026-04-23 20:25:00,,27.3,,
CMP04296,STU2768,Student_2768,Staff,CCTV not working,Security,Security,Block C,High,5,136,Submitted,2025-04-02 03:59:00,,10.0,,
CMP04297,STU6535,Student_6535,Student,washroom cleaning required,Cleaning,Housekeeping,Block B,Medium,4,104,Resolved,2025-03-17 03:22:00,2025-03-17 13:58:00,10.6,10.0,5.0
CMP04298,STU2978,Student_2978,Staff,wash basin blocked,Plumbing,Plumbing Maintenance,Computer Lab 1,High,4,36,Resolved,2025-01-24 11:56:00,2025-01-24 16:32:00,4.6,5.3,1.0
CMP04299,STU3279,Student_3279,Staff,tube light flickering,Electrical,Electrical Maintenance,Parking Area,Medium,3,10,Assigned,2026-08-16 08:18:00,,12.6,,
CMP04300,STU1139,Student_1139,Student,security light issue,Security,Security,Block D,High,4,49,Resolved,2026-01-20 10:25:00,2026-01-20 17:37:00,7.2,8.5,4.0
CMP04301,STU2006,Student_2006,Staff,internet connection slow,WiFi/Network,IT/Network,Seminar Hall,High,4,21,Resolved,2026-03-04 23:14:00,2026-03-05 08:14:00,9.0,10.0,3.0
CMP04302,STU8075,Student_8075,Staff,LAN port not working,WiFi/Network,IT/Network,Hostel B,High,4,48,Assigned,2026-05-03 02:17:00,,7.9,,
CMP04303,STU4256,Student_4256,Student,corridor dirty,Cleaning,Housekeeping,Computer Lab 2,Very Low,1,73,Closed,2025-09-21 23:24:00,2025-09-22 09:30:00,10.1,13.5,5.0
CMP04304,STU1837,Student_1837,Staff,lab equipment not working,Laboratory,Laboratory Maintenance,Auditorium,Medium,3,80,Resolved,2026-07-08 23:38:00,2026-07-09 11:14:00,11.6,10.8,5.0
CMP04305,STU3653,Student_3653,Staff,table needs repair,Furniture,Civil/Maintenance,Hostel A,Medium,4,124,Resolved,2026-05-16 10:08:00,2026-05-16 18:26:00,8.3,7.6,3.0
CMP04306,STU5580,Student_5580,Student,hostel cleaning required,Hostel,Hostel Maintenance,Sports Ground,Medium,3,7,Resolved,2025-10-22 10:22:00,2025-10-22 20:46:00,10.4,9.9,1.0
CMP04307,STU7090,Student_7090,Student,light not working,Electrical,Electrical Maintenance,Block C,Medium,3,72,Resolved,2025-04-23 15:28:00,2025-04-24 00:58:00,9.5,8.7,5.0
CMP04308,STU4521,Student_4521,Student,lab equipment not working,Laboratory,Laboratory Maintenance,CSE Department,Medium,3,46,Resolved,2026-01-29 04:47:00,2026-01-29 15:41:00,10.9,9.1,5.0
CMP04309,STU6483,Student_6483,Student,air conditioner leaking,HVAC,HVAC Maintenance,CSE Department,High,4,51,Resolved,2025-05-11 20:22:00,2025-05-12 05:58:00,9.6,10.1,3.0
CMP04310,STU6933,Student_6933,Staff,computer not working,IT/AV,IT/AV Support,Cafeteria,High,4,80,In Progress,2025-04-19 05:52:00,,4.1,,
CMP04311,STU4893,Student_4893,Student,light not working,Electrical,Electrical Maintenance,Computer Lab 2,Critical,5,126,In Progress,2025-04-30 02:28:00,,3.1,,
CMP04312,STU6063,Student_6063,Staff,ventilation problem,HVAC,HVAC Maintenance,Computer Lab 1,Medium,4,110,Assigned,2025-06-30 03:21:00,,16.4,,
CMP04313,STU6710,Student_6710,Student,LAN port not working,WiFi/Network,IT/Network,Hostel A,High,4,56,Closed,2026-05-03 02:29:00,2026-05-03 07:23:00,4.9,5.3,1.0
CMP04314,STU4488,Student_4488,Staff,fan speed problem,HVAC,HVAC Maintenance,Hostel C,High,5,124,Assigned,2025-06-28 10:27:00,,11.3,,
CMP04315,STU7892,Student_7892,Staff,desk damaged,Furniture,Civil/Maintenance,Admin Office,High,4,37,Resolved,2025-06-07 00:41:00,2025-06-07 08:47:00,8.1,6.8,5.0
CMP04316,STU1772,Student_1772,Staff,desk damaged,Furniture,Civil/Maintenance,Admin Office,Medium,3,36,Resolved,2025-08-16 12:42:00,2025-08-16 23:18:00,10.6,10.7,3.0
CMP04317,STU9486,Student_9486,Staff,power outage,Electrical,Electrical Maintenance,Seminar Hall,Medium,4,102,In Progress,2025-05-12 23:34:00,,17.5,,
CMP04318,STU2427,Student_2427,Staff,room electrical issue,Hostel,Hostel Maintenance,IoT Lab,Low,2,22,Assigned,2025-10-20 18:15:00,,24.4,,
CMP04319,STU5022,Student_5022,Staff,printer not working,IT/AV,IT/AV Support,Electronics Lab,Medium,2,3,Submitted,2025-05-09 03:33:00,,14.9,,
CMP04320,STU6801,Student_6801,Staff,internet connection slow,WiFi/Network,IT/Network,Computer Lab 2,Medium,4,110,Closed,2025-05-06 17:20:00,2025-05-07 05:50:00,12.5,13.9,1.0
CMP04321,STU5737,Student_5737,Staff,wifi not working,WiFi/Network,IT/Network,Cafeteria,High,5,131,Closed,2025-09-04 19:32:00,2025-09-05 04:32:00,9.0,11.0,3.0
CMP04322,STU8682,Student_8682,Staff,desk damaged,Furniture,Civil/Maintenance,Main Block,Very Low,2,126,Resolved,2025-10-27 10:52:00,2025-10-28 15:04:00,28.2,29.5,1.0
CMP04323,STU5005,Student_5005,Student,light issue in library,Library,Library Administration,Auditorium,High,5,103,Assigned,2025-12-21 03:32:00,,5.8,,
CMP04324,STU8591,Student_8591,Staff,garbage not removed,Cleaning,Housekeeping,Computer Lab 2,High,5,91,In Progress,2026-03-20 06:02:00,,8.2,,
CMP04325,STU7333,Student_7333,Staff,projector not working,IT/AV,IT/AV Support,Cafeteria,Critical,5,12,Resolved,2025-07-11 10:01:00,2025-07-11 12:49:00,2.8,4.4,1.0
CMP04326,STU3227,Student_3227,Staff,parking problem,Transport,Transport,Placement Cell,Low,2,54,Resolved,2025-03-25 01:26:00,2025-03-25 19:08:00,17.7,16.5,3.0
CMP04327,STU4202,Student_4202,Staff,access gate problem,Security,Security,Block C,Medium,3,67,Resolved,2025-09-23 02:11:00,2025-09-23 15:41:00,13.5,16.0,5.0
CMP04328,STU3545,Student_3545,Student,window damaged,Furniture,Civil/Maintenance,Computer Lab 1,Medium,3,18,Submitted,2026-02-02 01:00:00,,12.4,,
CMP04329,STU3377,Student_3377,Staff,vehicle entry issue,Transport,Transport,Block C,Medium,4,149,Resolved,2025-05-05 18:13:00,2025-05-06 07:31:00,13.3,16.4,1.0
CMP04330,STU2578,Student_2578,Staff,hostel room issue,Hostel,Hostel Maintenance,Hostel B,Medium,3,33,Resolved,2025-04-19 19:34:00,2025-04-20 08:52:00,13.3,11.5,3.0
CMP04331,STU9518,Student_9518,Staff,light not working,Electrical,Electrical Maintenance,Hostel B,Critical,5,9,Assigned,2026-03-08 23:00:00,,2.3,,
CMP04332,STU6468,Student_6468,Student,equipment maintenance required,Laboratory,Laboratory Maintenance,Admin Office,High,4,23,Assigned,2025-05-09 04:26:00,,7.4,,
CMP04333,STU8987,Student_8987,Staff,noise complaint,Library,Library Administration,Parking Area,Low,2,21,Resolved,2026-02-18 13:21:00,2026-02-18 21:33:00,8.2,8.0,2.0
CMP04334,STU3254,Student_3254,Staff,tap not working,Plumbing,Plumbing Maintenance,Block B,High,5,84,Assigned,2025-10-24 18:15:00,,7.2,,
CMP04335,STU7931,Student_7931,Staff,chair issue in library,Library,Library Administration,Library,High,5,126,In Progress,2025-12-19 10:39:00,,5.1,,
CMP04336,STU4514,Student_4514,Student,water leakage,Plumbing,Plumbing Maintenance,Hostel B,High,5,99,In Progress,2026-03-11 20:49:00,,5.7,,
CMP04337,STU5707,Student_5707,Student,security light issue,Security,Security,Hostel A,Low,2,50,Resolved,2025-12-04 08:34:00,2025-12-05 09:22:00,24.8,23.2,2.0
CMP04338,STU8224,Student_8224,Staff,air conditioner not working,HVAC,HVAC Maintenance,Computer Lab 1,Low,3,130,Resolved,2026-02-16 00:45:00,2026-02-16 21:39:00,20.9,22.5,4.0
CMP04339,STU2882,Student_2882,Staff,table needs repair,Furniture,Civil/Maintenance,CSE Department,Medium,3,37,In Progress,2025-11-19 09:45:00,,11.8,,
CMP04340,STU8718,Student_8718,Staff,LAN port not working,WiFi/Network,IT/Network,Hostel C,Medium,4,126,Resolved,2025-12-04 10:32:00,2025-12-04 23:44:00,13.2,13.7,1.0
CMP04341,STU6295,Student_6295,Staff,air conditioner not working,HVAC,HVAC Maintenance,Computer Lab 1,High,5,107,Resolved,2026-01-24 11:03:00,2026-01-24 17:27:00,6.4,7.3,5.0
CMP04342,STU6045,Student_6045,Student,hostel cleaning required,Hostel,Hostel Maintenance,Placement Cell,High,4,59,Resolved,2025-10-28 15:56:00,2025-10-28 19:56:00,4.0,3.3,2.0
CMP04343,STU7945,Student_7945,Staff,air conditioner leaking,HVAC,HVAC Maintenance,Main Gate,High,4,7,Resolved,2025-09-12 08:55:00,2025-09-12 17:55:00,9.0,6.1,4.0
CMP04344,STU1698,Student_1698,Staff,corridor dirty,Cleaning,Housekeeping,CSE Department,High,4,41,Resolved,2026-03-08 12:23:00,2026-03-08 23:35:00,11.2,10.6,4.0
CMP04345,STU2555,Student_2555,Student,library computer issue,Library,Library Administration,Computer Lab 2,High,4,80,Resolved,2026-03-28 21:31:00,2026-03-29 05:01:00,7.5,11.6,5.0
CMP04346,STU1200,Student_1200,Student,desk damaged,Furniture,Civil/Maintenance,Sports Ground,Medium,3,15,Closed,2025-04-25 16:11:00,2025-04-26 07:53:00,15.7,17.5,3.0
CMP04347,STU4245,Student_4245,Student,switch broken,Electrical,Electrical Maintenance,CSE Department,Low,3,125,Assigned,2026-05-04 23:43:00,,17.6,,
CMP04348,STU6892,Student_6892,Student,fan not working,Electrical,Electrical Maintenance,Block B,Medium,4,112,In Progress,2026-03-24 12:25:00,,8.4,,
CMP04349,STU6728,Student_6728,Staff,parking problem,Transport,Transport,Hostel A,Medium,3,78,Resolved,2026-04-24 16:35:00,2026-04-24 23:47:00,7.2,7.1,5.0
CMP04350,STU7827,Student_7827,Student,lab power problem,Laboratory,Laboratory Maintenance,Cafeteria,High,4,76,Closed,2026-09-06 02:29:00,2026-09-06 08:41:00,6.2,6.3,5.0
CMP04351,STU3177,Student_3177,Staff,power outage,Electrical,Electrical Maintenance,Sports Ground,High,4,53,Submitted,2026-08-08 11:06:00,,9.9,,
CMP04352,STU1342,Student_1342,Student,noise complaint,Library,Library Administration,Seminar Hall,Medium,3,5,Closed,2026-03-12 17:42:00,2026-03-13 03:42:00,10.0,8.9,2.0
CMP04353,STU2583,Student_2583,Staff,speaker not working,IT/AV,IT/AV Support,Block A,Medium,3,25,Assigned,2025-02-20 10:58:00,,10.9,,
CMP04354,STU5624,Student_5624,Staff,classroom not cleaned,Cleaning,Housekeeping,CSE Department,Medium,4,145,Assigned,2025-08-17 06:21:00,,7.2,,
CMP04355,STU3696,Student_3696,Staff,door lock problem,Security,Security,Block A,Low,3,146,Resolved,2026-08-07 13:55:00,2026-08-08 12:43:00,22.8,24.7,1.0
CMP04356,STU8350,Student_8350,Staff,bench damaged,Furniture,Civil/Maintenance,Computer Lab 1,Medium,3,37,In Progress,2026-03-11 17:28:00,,11.9,,
CMP04357,STU5599,Student_5599,Student,door lock problem,Security,Security,Block D,Low,2,18,In Progress,2025-12-10 09:40:00,,12.2,,
CMP04358,STU6942,Student_6942,Student,pipe leakage,Plumbing,Plumbing Maintenance,CSE Department,Low,3,148,Resolved,2026-06-09 20:12:00,2026-06-10 07:30:00,11.3,10.4,1.0
CMP04359,STU1483,Student_1483,Student,classroom not cleaned,Cleaning,Housekeeping,Block A,Medium,3,13,Submitted,2025-12-06 18:59:00,,17.3,,
CMP04360,STU4567,Student_4567,Student,chair broken,Furniture,Civil/Maintenance,Admin Office,Medium,3,64,Resolved,2025-07-07 07:51:00,2025-07-07 20:51:00,13.0,15.3,2.0
CMP04361,STU3661,Student_3661,Student,table needs repair,Furniture,Civil/Maintenance,Block D,Medium,4,101,Closed,2025-05-07 16:36:00,2025-05-08 03:30:00,10.9,12.9,4.0
CMP04362,STU2697,Student_2697,Staff,emergency alarm issue,Security,Security,Admin Office,High,4,9,Assigned,2025-05-25 20:39:00,,6.8,,
CMP04363,STU8866,Student_8866,Staff,dustbin overflowing,Cleaning,Housekeeping,AI Lab,Medium,3,23,In Progress,2025-05-17 02:45:00,,9.5,,
CMP04364,STU7381,Student_7381,Student,tube light flickering,Electrical,Electrical Maintenance,Hostel A,Medium,3,71,Submitted,2025-05-28 08:43:00,,10.9,,
CMP04365,STU8887,Student_8887,Student,hostel cleaning required,Hostel,Hostel Maintenance,Placement Cell,Medium,3,44,In Progress,2025-11-23 02:39:00,,12.6,,
CMP04366,STU3669,Student_3669,Student,bench damaged,Furniture,Civil/Maintenance,Hostel A,Low,3,112,Resolved,2026-06-29 22:27:00,2026-06-30 07:21:00,8.9,10.5,4.0
CMP04367,STU4194,Student_4194,Student,parking problem,Transport,Transport,Placement Cell,High,5,147,Submitted,2026-04-20 03:11:00,,4.4,,
CMP04368,STU3805,Student_3805,Staff,door lock problem,Security,Security,CSE Department,High,4,33,Resolved,2025-01-02 21:55:00,2025-01-03 05:31:00,7.6,7.4,5.0
CMP04369,STU1174,Student_1174,Student,computer not working,IT/AV,IT/AV Support,CSE Department,Medium,2,1,Resolved,2025-12-11 05:28:00,2025-12-11 17:28:00,12.0,14.1,5.0
CMP04370,STU6038,Student_6038,Student,vehicle entry issue,Transport,Transport,Hostel B,Medium,4,145,Closed,2025-02-10 13:50:00,2025-02-10 19:50:00,6.0,2.7,5.0
CMP04371,STU3923,Student_3923,Student,printer not working,IT/AV,IT/AV Support,Main Gate,High,4,50,Resolved,2025-11-08 19:41:00,2025-11-09 04:41:00,9.0,8.3,2.0
CMP04372,STU7097,Student_7097,Staff,projector issue in lab,Laboratory,Laboratory Maintenance,Block D,Low,3,94,Resolved,2026-07-21 12:32:00,2026-07-22 00:44:00,12.2,11.6,5.0
CMP04373,STU5270,Student_5270,Staff,fan speed problem,HVAC,HVAC Maintenance,Electronics Lab,Medium,3,37,Submitted,2026-01-31 10:13:00,,10.4,,
CMP04374,STU2245,Student_2245,Student,desk damaged,Furniture,Civil/Maintenance,Main Block,High,4,67,In Progress,2025-06-27 11:29:00,,7.7,,
CMP04375,STU5607,Student_5607,Staff,dustbin overflowing,Cleaning,Housekeeping,Seminar Hall,Medium,2,1,In Progress,2025-09-02 22:51:00,,13.0,,
CMP04376,STU9049,Student_9049,Staff,room too hot,HVAC,HVAC Maintenance,Computer Lab 2,Low,2,65,Assigned,2026-03-11 13:11:00,,18.3,,
CMP04377,STU1997,Student_1997,Student,projector not working,IT/AV,IT/AV Support,Computer Lab 1,Critical,5,18,Submitted,2025-06-05 21:32:00,,2.6,,
CMP04378,STU7375,Student_7375,Staff,garbage not removed,Cleaning,Housekeeping,Electronics Lab,Medium,3,62,Resolved,2026-03-15 08:07:00,2026-03-15 22:13:00,14.1,12.6,5.0
CMP04379,STU9394,Student_9394,Student,internet connection slow,WiFi/Network,IT/Network,ECE Department,High,5,110,Resolved,2025-07-20 23:12:00,2025-07-21 06:18:00,7.1,6.0,5.0
CMP04380,STU9823,Student_9823,Student,equipment maintenance required,Laboratory,Laboratory Maintenance,Hostel B,Medium,4,112,Resolved,2025-05-06 14:13:00,2025-05-06 23:31:00,9.3,9.0,4.0
CMP04381,STU9903,Student_9903,Staff,air conditioner leaking,HVAC,HVAC Maintenance,CSE Department,Low,3,123,Resolved,2026-09-10 22:40:00,2026-09-11 14:04:00,15.4,16.9,2.0
CMP04382,STU1499,Student_1499,Student,lab power problem,Laboratory,Laboratory Maintenance,Block D,Low,3,104,Closed,2026-06-13 08:59:00,2026-06-14 02:11:00,17.2,17.0,2.0
CMP04383,STU7690,Student_7690,Staff,desk damaged,Furniture,Civil/Maintenance,Parking Area,High,4,40,Resolved,2025-02-28 17:25:00,2025-03-01 00:55:00,7.5,5.1,2.0
CMP04384,STU4750,Student_4750,Staff,bus delay,Transport,Transport,Block A,Medium,4,114,Resolved,2026-03-31 17:54:00,2026-04-01 01:18:00,7.4,8.3,1.0
CMP04385,STU4730,Student_4730,Student,bus delay,Transport,Transport,Parking Area,Very Low,2,146,Resolved,2026-03-17 16:50:00,2026-03-18 13:08:00,20.3,19.0,1.0
CMP04386,STU4958,Student_4958,Student,air conditioner leaking,HVAC,HVAC Maintenance,Placement Cell,Medium,3,61,Assigned,2025-09-20 04:24:00,,15.0,,
CMP04387,STU5485,Student_5485,Student,window damaged,Furniture,Civil/Maintenance,Placement Cell,Medium,4,138,Assigned,2025-07-12 12:22:00,,12.8,,
CMP04388,STU8742,Student_8742,Student,bed repair needed,Hostel,Hostel Maintenance,Auditorium,High,5,94,In Progress,2025-11-05 00:25:00,,7.8,,
CMP04389,STU6288,Student_6288,Student,door handle broken,Furniture,Civil/Maintenance,Seminar Hall,High,5,134,Resolved,2026-09-06 17:22:00,2026-09-07 00:52:00,7.5,8.4,1.0
CMP04390,STU1442,Student_1442,Staff,security light issue,Security,Security,Hostel C,High,3,3,Resolved,2025-11-03 07:32:00,2025-11-03 15:56:00,8.4,7.8,4.0
CMP04391,STU2061,Student_2061,Staff,noise complaint,Library,Library Administration,Library,High,5,84,Closed,2025-10-02 20:51:00,2025-10-03 01:51:00,5.0,4.9,5.0
CMP04392,STU6268,Student_6268,Student,power socket damaged,Electrical,Electrical Maintenance,Hostel B,High,4,74,Resolved,2025-08-17 11:46:00,2025-08-17 19:04:00,7.3,6.5,4.0
CMP04393,STU3333,Student_3333,Student,window damaged,Furniture,Civil/Maintenance,Sports Ground,Medium,4,117,Resolved,2025-03-04 15:31:00,2025-03-05 05:01:00,13.5,11.6,2.0
CMP04394,STU4964,Student_4964,Student,spillage needs cleaning,Cleaning,Housekeeping,Auditorium,Medium,4,83,Assigned,2026-01-23 23:43:00,,10.1,,
CMP04395,STU8158,Student_8158,Student,light not working,Electrical,Electrical Maintenance,Block D,Medium,4,121,Resolved,2025-03-03 15:53:00,2025-03-04 07:17:00,15.4,17.4,5.0
CMP04396,STU8124,Student_8124,Student,lab equipment not working,Laboratory,Laboratory Maintenance,Electronics Lab,Low,2,30,Resolved,2026-01-22 20:38:00,2026-01-23 08:56:00,12.3,14.7,2.0
